username,user_url,rating,time,content,votes,comment_id
九苍,https://www.douban.com/people/neufly/,2,2025-10-09 12:41:31,影片的开头看的还有点兴奋，心想在这个精准的时间点，现实中的国民警卫队在华盛顿波特兰的大街上横行，然后银幕上角色像从另一个时代走来的“地下气象员”成员一样四处出击，颇有点与时代敌人对喷的不服火力。但半个小时后影片的大杂烩感就越来越难以抵挡，感觉是凯瑟琳毕格罗塔伦蒂诺柯恩兄弟联合执导，挂了个PTA的名字而已。而PTA的底色最终在革命的潮水褪去，变成女儿争夺战的时候才真正浮现。原来什么街头斗争地下活动都只是父女纠缠的背景板而已，浮萍一般四处飘移的核心最终只有女儿叫爸爸时候才得到了欣慰的落实。感叹这一代美国菁英的认知就是如此，除了毫无节制的乌托邦一切调侃一切，他们对想要说的事一无所知。这样的美国能不完蛋么？,162,4662339970
北风其凉,https://www.douban.com/people/212253106/,3,2025-10-25 22:49:07,"感受到了巨大的文化隔阂，难以共情。只觉得导演在说左派右派都不如Family,在讽刺老白男的电影里刻画得最丰满的角色竟是小李子和西恩潘两个老白男。前面的剧情简直如坐针毡，黑人妈本来就长得不好看，还贴脸仰拍和两个男主疯狂贴身做爱，最后沦为革命左派的小丑。女儿呢就和《捕风追影》里的张子枫一样，标榜了一种新生的女性力量，但夹在功成名就男演员的重量级角色之间，实际生长空间狭小。最好看的就是左派组织对暗号的黑色幽默还有公路追逐戏，结尾那个信是什么商业片必备亲情煽情吗？",128,4652775150
Abi,https://www.douban.com/people/52695995/,4,2025-10-23 23:09:28,点评本片已严重超出我的算力,52,4673376857
花地,https://www.douban.com/people/53592649/,2,2025-10-19 23:25:17,电话那头不停质问我：CINEMA是什么？CINEMA是什么？我绞尽脑汁回答：不知道，我真记不得了！这几年我又是国产片，又是电视剧，私底下更是短视频、带货直播什么都来，已经把我脑子看坏了，操啊！,121,4670686895
沉冰,https://www.douban.com/people/chenbing/,3,2025-10-30 22:24:33,这点破事至于两小时四十分钟吗？每次看到专业非专业的观众说视听语言！导演艺术！我都难以共情。导演能力强的导演太容易聒噪了，看电影的整个过程都能听见他喊，我厉害，所以我拍什么你们都得看！我不顾情节你们也得看。烦死人了。我看了短评才恍然大悟，让我难受的不只是罔顾叙事，还有放弃人物。剧本也大喊：种族！血缘！政治！宗教！傻子都能看出来，你可歇会儿吧。pta/一半时间的大卫芬奇/科恩兄弟，我看之前一定要三思。,80,4669332729
胡呦呦,https://www.douban.com/people/155810531/,3,2025-10-05 18:33:00,前半着实是很oldschool左派 但后半不是贵国红脖最爱的family value千里救女吗（。,92,4658763266
没什么大不了,https://www.douban.com/people/74545384/,3,2025-10-22 21:25:02,又臭又长又登，看开头我就知道大事不妙……刻画一个女性革命者，把她塑造成满口脏话，身材性感（又通过上校视角疯狂展示男凝），狂热性爱，产后抑郁，背叛者，并且给她安排一些莫名其妙的感情纠葛就是男导演能想到的极限吗？是想展示人物复杂面吗，但是整的和闹着玩一样，直白浅薄，自以为配了一些牛掰结果根本硬上的配乐和笑点。结尾更是画蛇添足……追逐戏那段算是唯一的华彩,90,4668876272
旺旺大倭瓜,https://www.douban.com/people/168079996/,1,2025-09-28 13:53:40,真的很难看 又无语又窝火还毫无共鸣 主线剧情很无聊 穿插的荒诞笑话也不好笑 纯折磨 男人视角拍女人的斗争也拍得怪迷怪眼爹得不行 有一百种办法把同一个战争在不同年代的传承的故事拍深拍好 选了第一百零一种 主要这个矛盾我也完全共鸣不了 浪费将近三小时和二十刀,135,4652397583
巴伐利亞酒神,https://www.douban.com/people/darkwood/,4,2025-10-22 18:53:39,8分的电影，音乐得有一半功劳，是怎么做到又搞笑又紧张的，和这又荒诞又严肃的剧情相得益彰。不过除了草台班子的闹剧和虚头巴脑的群嘲，这片其实还挺美式传统价值观的，那就是亲情的升华。咱老中真的应该好好学学咋拍亲情，人家没有催生指标，但人家也有软肋啊，但人家总能拍得让你又是感慨亲情又是相信爱的。所以美国完了吗？只要美国能一直拍这样的片，美国就永远不会完。,40,4672529303
烤芬,https://www.douban.com/people/coffinwong/,3,2025-10-08 22:57:49,上次花钱看英语院线片还是前年《花月杀手》，显得我好像很爱李😅很难说是“迎合白左”，更像是在一个似是而非的语境里冲光谱两端各打五十大板：开篇革命与反动同受性的驱动，实践中则各自表演着形态迥异但本质都是自我陶醉的秘密社团，对法西斯的指控在滥用中蛀空，而无论李还是潘都在扮演caricature式的人物。在虚焦的背景里，真正为一战再战做好准备的只有将互助系统渗入城市（结构和地理）血管的拉美无证移民群体，无需暗号和筛选，他们以童话般的效率和韧性应对着暴力机关的突袭——很遗憾在介绍Willa之后她和Sensei再无互动，对几种复杂的legacy在女孩身上如何冲突、如何传承的展现也稍显不足，几段短暂文戏和一笔带过的产后抑郁给我感觉几乎属于诺兰水准。在沙漠中上演“波涛汹涌”的追车（船？）确实好看。,72,4661973311
tlmgt,https://www.douban.com/people/tlmgt/,4,2025-10-24 20:13:04,原声五星，这片不去看 IMAX 感觉都亏了。配乐的节奏紧凑得滴水不漏。前半很赞，最喜欢的两段都是本尼西奥演的，一段是莱昂纳多来店里找他那段开始，另一个是莱昂纳多跳车后，他面对警官的部分，让他把衣角提起来那个镜头非常特别。,47,4673922659
江声走,https://www.douban.com/people/Yosan_Lyeast/,4,2025-09-25 12:31:13,基本算是美国左翼的一次颅内高潮，直接翻译成不断革命也蛮好的。但作为电影来说观赏性真的很高，悲欢离合的家庭故事，厨房与远方的挣扎，感觉有一瞬间穿越到阿莫多瓦。,54,4650052298
Kota,https://www.douban.com/people/1469430/,3,2025-10-18 16:40:31,这部片就是那种，一方面感觉是讽刺意味满满，可是你就是不理解的那种电影。无聊、冗长、炫技，我是觉得大概依然是讽刺种族主义以及极端反种族主义的那种意味在里面。里面的人基本都这是两个极端。说实话，站在局外人的角度看，他们这种格局，太小了，我完全不care啊…整部片子就是那种，既不爽，也没啥深刻的感悟，哈哈哈哈哈…更何况现在对小李子也没啥好感，总之，想看可以看，不看也没啥损失，想了解一下美国现在有什么乱象的，可以看看…,85,4663799528
伯樵·阿苏勒,https://www.douban.com/people/yuanzhigao_0/,3,2025-09-30 03:44:00,PTA这几年的问题都靠绿木的配乐给盖过去了。绿木配乐太屌，以至于很多乏味的场面和对话居然就能真的能在他的鼓点里成立了。美术大帮忙，讲真，也就美术跟品钦调最相合，可能是《性本恶》副产品。但核心极拉，或者说，太简单、太直给、但既没有直面当代议题，也没曲径通幽后豁然开朗。最后只能让人沉迷在欣赏电影技术的快感里。头一刻钟在怀疑是不是看革命背叛版《海盗电台》，然后是德尔·托罗跳反版的《边境杀手》，再之后每个有西恩·潘的镜头都有点像《不许掉头》，最后高潮戏阴差阳错像是不精致的科恩兄弟。弥漫全片的黑色幽默一边议题上讨好，但又不触及问题本质；一边又像是在说，这就是个黑色笑话、当代寓言，千万别当真、别对号入座。最后甚至劝世良言了：别轻易当红脖，脏手套草根红脖最终还是要给白手套高贵红脖干掉。,59,4653659943
喜欢喝可乐,https://www.douban.com/people/88225398/,3,2025-10-19 00:15:11,没必要去电影院看，但自己在家也不会看的片。,59,4669889900
Rapunzel,https://www.douban.com/people/aya1026/,2,2025-10-25 09:22:15,讨厌这电影从内到外的霸凌。首先按头让我接受女主妈妈是大美女这点，就很反感。好莱坞是真的没有真正漂亮的黑人女星吗？其次就是网上各种吹什么PTA，赞颂电影如何Cinema，我真的笑了，PTA近几年拍了多少破玩意儿，怎么突然就变成labubu，人人挂在自己的痛包上。最后，电影里所谓的革命精神幼稚到可笑，革命不是请客吃饭，更不是“谁才是她爹”，这都能high起来，读读世界近代战争史不得高潮三天三夜啊？,136,4674257583
